# time,angle,x,y,speed_tangential,accel_tangential,normal_force,curvature,dfdx,d2fdx2
400.0000,0.8960,0.2655,0.2469,2.2534,5.4786,1.3884,0.7540,-1.2454,3.1338
401.0000,0.8943,0.2669,0.2451,2.2589,5.4713,1.3981,0.7691,-1.2410,3.1750
402.0000,0.8925,0.2683,0.2434,2.2644,5.4638,1.4080,0.7843,-1.2364,3.2156
403.0000,0.8907,0.2698,0.2416,2.2698,5.4561,1.4180,0.7997,-1.2318,3.2555
404.0000,0.8889,0.2712,0.2398,2.2753,5.4482,1.4281,0.8151,-1.2272,3.2947
405.0000,0.8870,0.2726,0.2381,2.2807,5.4402,1.4383,0.8306,-1.2224,3.3332
406.0000,0.8851,0.2741,0.2363,2.2862,5.4320,1.4487,0.8461,-1.2176,3.3709
407.0000,0.8832,0.2755,0.2345,2.2916,5.4235,1.4592,0.8618,-1.2127,3.4079
408.0000,0.8812,0.2770,0.2328,2.2970,5.4149,1.4698,0.8776,-1.2077,3.4441
409.0000,0.8792,0.2784,0.2310,2.3024,5.4061,1.4805,0.8934,-1.2026,3.4794
410.0000,0.8771,0.2799,0.2292,2.3078,5.3971,1.4914,0.9094,-1.1975,3.5139
411.0000,0.8750,0.2814,0.2274,2.3132,5.3878,1.5024,0.9254,-1.1923,3.5476
412.0000,0.8729,0.2829,0.2257,2.3186,5.3784,1.5136,0.9415,-1.1870,3.5804
413.0000,0.8707,0.2844,0.2239,2.3240,5.3687,1.5248,0.9576,-1.1816,3.6124
414.0000,0.8685,0.2858,0.2221,2.3294,5.3589,1.5362,0.9739,-1.1762,3.6434
415.0000,0.8662,0.2874,0.2203,2.3347,5.3488,1.5477,0.9902,-1.1707,3.6735
416.0000,0.8639,0.2889,0.2186,2.3401,5.3385,1.5593,1.0065,-1.1651,3.7026
417.0000,0.8615,0.2904,0.2168,2.3454,5.3279,1.5710,1.0229,-1.1594,3.7308
418.0000,0.8591,0.2919,0.2150,2.3508,5.3172,1.5828,1.0394,-1.1537,3.7580
419.0000,0.8567,0.2934,0.2132,2.3561,5.3062,1.5948,1.0559,-1.1479,3.7842
420.0000,0.8542,0.2950,0.2114,2.3614,5.2950,1.6068,1.0724,-1.1421,3.8094
421.0000,0.8516,0.2965,0.2097,2.3667,5.2835,1.6190,1.0890,-1.1361,3.8336
422.0000,0.8490,0.2981,0.2079,2.3720,5.2718,1.6313,1.1056,-1.1302,3.8567
423.0000,0.8464,0.2997,0.2061,2.3772,5.2599,1.6436,1.1223,-1.1241,3.8788
424.0000,0.8438,0.3012,0.2043,2.3825,5.2477,1.6561,1.1389,-1.1180,3.8998
425.0000,0.8410,0.3028,0.2025,2.3877,5.2353,1.6687,1.1556,-1.1118,3.9198
426.0000,0.8383,0.3044,0.2008,2.3930,5.2227,1.6813,1.1723,-1.1055,3.9386
427.0000,0.8355,0.3060,0.1990,2.3982,5.2097,1.6940,1.1890,-1.0992,3.9564
428.0000,0.8326,0.3076,0.1972,2.4034,5.1966,1.7069,1.2057,-1.0928,3.9731
429.0000,0.8297,0.3092,0.1954,2.4086,5.1831,1.7197,1.2224,-1.0864,3.9886
430.0000,0.8268,0.3109,0.1936,2.4138,5.1695,1.7327,1.2390,-1.0799,4.0030
431.0000,0.8238,0.3125,0.1919,2.4190,5.1555,1.7457,1.2556,-1.0733,4.0163
432.0000,0.8207,0.3142,0.1901,2.4241,5.1413,1.7588,1.2722,-1.0667,4.0285
433.0000,0.8177,0.3158,0.1883,2.4292,5.1268,1.7720,1.2888,-1.0600,4.0395
434.0000,0.8145,0.3175,0.1865,2.4344,5.1121,1.7852,1.3052,-1.0533,4.0494
435.0000,0.8114,0.3191,0.1848,2.4395,5.0970,1.7984,1.3217,-1.0466,4.0581
436.0000,0.8081,0.3208,0.1830,2.4446,5.0818,1.8117,1.3380,-1.0397,4.0657
437.0000,0.8049,0.3225,0.1812,2.4497,5.0662,1.8250,1.3543,-1.0329,4.0722
438.0000,0.8016,0.3242,0.1795,2.4547,5.0503,1.8384,1.3705,-1.0259,4.0775
439.0000,0.7982,0.3259,0.1777,2.4598,5.0342,1.8517,1.3866,-1.0190,4.0817
440.0000,0.7948,0.3276,0.1759,2.4648,5.0178,1.8651,1.4026,-1.0120,4.0847
441.0000,0.7913,0.3294,0.1742,2.4698,5.0011,1.8785,1.4185,-1.0049,4.0866
442.0000,0.7878,0.3311,0.1724,2.4748,4.9842,1.8918,1.4342,-0.9978,4.0873
443.0000,0.7843,0.3328,0.1707,2.4798,4.9669,1.9052,1.4498,-0.9907,4.0870
444.0000,0.7807,0.3346,0.1689,2.4848,4.9494,1.9186,1.4653,-0.9835,4.0855
445.0000,0.7771,0.3364,0.1672,2.4897,4.9315,1.9319,1.4806,-0.9763,4.0829
446.0000,0.7734,0.3381,0.1654,2.4947,4.9134,1.9452,1.4958,-0.9690,4.0792
447.0000,0.7697,0.3399,0.1637,2.4996,4.8950,1.9584,1.5107,-0.9618,4.0744
448.0000,0.7659,0.3417,0.1619,2.5045,4.8763,1.9716,1.5255,-0.9545,4.0686
449.0000,0.7621,0.3435,0.1602,2.5094,4.8573,1.9847,1.5401,-0.9471,4.0617
450.0000,0.7582,0.3453,0.1585,2.5142,4.8380,1.9978,1.5545,-0.9398,4.0537
451.0000,0.7544,0.3472,0.1568,2.5190,4.8185,2.0108,1.5687,-0.9324,4.0448
452.0000,0.7504,0.3490,0.1550,2.5239,4.7986,2.0237,1.5826,-0.9250,4.0348
453.0000,0.7464,0.3508,0.1533,2.5287,4.7785,2.0365,1.5963,-0.9175,4.0238
454.0000,0.7424,0.3527,0.1516,2.5334,4.7580,2.0492,1.6098,-0.9101,4.0119
455.0000,0.7383,0.3546,0.1499,2.5382,4.7373,2.0619,1.6230,-0.9026,3.9990
456.0000,0.7342,0.3564,0.1482,2.5429,4.7162,2.0744,1.6359,-0.8951,3.9852
457.0000,0.7301,0.3583,0.1465,2.5477,4.6949,2.0867,1.6486,-0.8876,3.9705
458.0000,0.7259,0.3602,0.1448,2.5524,4.6733,2.0990,1.6610,-0.8801,3.9549
459.0000,0.7217,0.3621,0.1431,2.5570,4.6514,2.1111,1.6731,-0.8725,3.9385
460.0000,0.7174,0.3641,0.1414,2.5617,4.6293,2.1230,1.6849,-0.8650,3.9213
461.0000,0.7131,0.3660,0.1397,2.5663,4.6068,2.1348,1.6965,-0.8574,3.9032
462.0000,0.7088,0.3679,0.1380,2.5709,4.5841,2.1464,1.7077,-0.8499,3.8844
463.0000,0.7044,0.3699,0.1363,2.5755,4.5611,2.1579,1.7186,-0.8423,3.8649
464.0000,0.7000,0.3718,0.1347,2.5801,4.5378,2.1692,1.7292,-0.8347,3.8447
465.0000,0.6956,0.3738,0.1330,2.5846,4.5142,2.1803,1.7395,-0.8272,3.8239
466.0000,0.6911,0.3758,0.1314,2.5891,4.4903,2.1913,1.7494,-0.8196,3.8024
467.0000,0.6866,0.3778,0.1297,2.5936,4.4662,2.2020,1.7591,-0.8121,3.7803
468.0000,0.6820,0.3798,0.1281,2.5981,4.4418,2.2126,1.7684,-0.8045,3.7576
469.0000,0.6775,0.3818,0.1264,2.6025,4.4172,2.2230,1.7774,-0.7969,3.7345
470.0000,0.6729,0.3838,0.1248,2.6069,4.3923,2.2332,1.7861,-0.7894,3.7108
471.0000,0.6682,0.3859,0.1232,2.6113,4.3671,2.2432,1.7945,-0.7819,3.6867
472.0000,0.6636,0.3879,0.1216,2.6157,4.3417,2.2529,1.8025,-0.7743,3.6623
473.0000,0.6589,0.3900,0.1199,2.6200,4.3160,2.2625,1.8103,-0.7668,3.6374
474.0000,0.6542,0.3921,0.1183,2.6243,4.2900,2.2719,1.8177,-0.7593,3.6123
475.0000,0.6494,0.3941,0.1167,2.6286,4.2638,2.2811,1.8248,-0.7518,3.5868
476.0000,0.6447,0.3962,0.1152,2.6329,4.2374,2.2902,1.8317,-0.7443,3.5611
477.0000,0.6399,0.3983,0.1136,2.6371,4.2107,2.2990,1.8383,-0.7369,3.5352
478.0000,0.6350,0.4005,0.1120,2.6413,4.1838,2.3076,1.8445,-0.7294,3.5092
479.0000,0.6302,0.4026,0.1104,2.6455,4.1567,2.3161,1.8506,-0.7220,3.4830
480.0000,0.6253,0.4047,0.1089,2.6497,4.1293,2.3244,1.8563,-0.7146,3.4568
481.0000,0.6204,0.4069,0.1073,2.6538,4.1017,2.3325,1.8619,-0.7072,3.4305
482.0000,0.6155,0.4090,0.1058,2.6579,4.0738,2.3405,1.8672,-0.6998,3.4042
483.0000,0.6106,0.4112,0.1042,2.6620,4.0458,2.3483,1.8723,-0.6924,3.3780
484.0000,0.6056,0.4134,0.1027,2.6660,4.0175,2.3560,1.8772,-0.6851,3.3518
485.0000,0.6006,0.4156,0.1012,2.6701,3.9890,2.3635,1.8819,-0.6778,3.3258
486.0000,0.5956,0.4178,0.0997,2.6740,3.9603,2.3710,1.8865,-0.6705,3.3000
487.0000,0.5906,0.4200,0.0982,2.6780,3.9313,2.3783,1.8909,-0.6632,3.2743
488.0000,0.5856,0.4222,0.0967,2.6819,3.9022,2.3855,1.8952,-0.6559,3.2489
489.0000,0.5805,0.4244,0.0952,2.6858,3.8728,2.3927,1.8994,-0.6487,3.2238
490.0000,0.5755,0.4267,0.0937,2.6897,3.8433,2.3997,1.9035,-0.6415,3.1990
491.0000,0.5704,0.4289,0.0923,2.6936,3.8135,2.4068,1.9076,-0.6343,3.1745
492.0000,0.5653,0.4312,0.0908,2.6974,3.7835,2.4137,1.9116,-0.6271,3.1504
493.0000,0.5601,0.4335,0.0894,2.7011,3.7533,2.4207,1.9156,-0.6200,3.1267
494.0000,0.5550,0.4358,0.0879,2.7049,3.7229,2.4277,1.9195,-0.6129,3.1035
495.0000,0.5498,0.4381,0.0865,2.7086,3.6923,2.4346,1.9236,-0.6058,3.0807
496.0000,0.5446,0.4404,0.0851,2.7123,3.6615,2.4416,1.9276,-0.5987,3.0584
497.0000,0.5394,0.4427,0.0837,2.7160,3.6305,2.4486,1.9317,-0.5916,3.0367
498.0000,0.5342,0.4450,0.0823,2.7196,3.5993,2.4557,1.9360,-0.5846,3.0154
499.0000,0.5290,0.4474,0.0809,2.7232,3.5678,2.4629,1.9403,-0.5775,2.9948
500.0000,0.5237,0.4497,0.0795,2.7268,3.5362,2.4701,1.9447,-0.5705,2.9747
501.0000,0.5184,0.4521,0.0782,2.7303,3.5043,2.4775,1.9494,-0.5635,2.9553
502.0000,0.5132,0.4545,0.0768,2.7338,3.4723,2.4849,1.9541,-0.5565,2.9365
503.0000,0.5078,0.4568,0.0755,2.7373,3.4400,2.4926,1.9591,-0.5495,2.9183
504.0000,0.5025,0.4592,0.0742,2.7407,3.4075,2.5003,1.9643,-0.5426,2.9007
505.0000,0.4971,0.4616,0.0728,2.7441,3.3747,2.5082,1.9697,-0.5356,2.8839
506.0000,0.4918,0.4641,0.0715,2.7475,3.3418,2.5163,1.9754,-0.5287,2.8677
507.0000,0.4864,0.4665,0.0702,2.7509,3.3086,2.5246,1.9813,-0.5218,2.8521
508.0000,0.4809,0.4689,0.0689,2.7542,3.2752,2.5331,1.9875,-0.5149,2.8373
509.0000,0.4755,0.4713,0.0677,2.7574,3.2415,2.5418,1.9940,-0.5080,2.8231
510.0000,0.4700,0.4738,0.0664,2.7607,3.2076,2.5507,2.0007,-0.5011,2.8096
511.0000,0.4645,0.4763,0.0652,2.7639,3.1734,2.5599,2.0078,-0.4942,2.7968
512.0000,0.4590,0.4787,0.0639,2.7671,3.1390,2.5693,2.0152,-0.4873,2.7846
513.0000,0.4534,0.4812,0.0627,2.7702,3.1043,2.5789,2.0230,-0.4804,2.7731
514.0000,0.4478,0.4837,0.0615,2.7733,3.0693,2.5888,2.0310,-0.4735,2.7623
515.0000,0.4422,0.4862,0.0603,2.7764,3.0341,2.5989,2.0394,-0.4666,2.7520
516.0000,0.4366,0.4887,0.0591,2.7794,2.9986,2.6093,2.0481,-0.4597,2.7425
517.0000,0.4309,0.4912,0.0579,2.7824,2.9628,2.6199,2.0571,-0.4528,2.7335
518.0000,0.4252,0.4938,0.0567,2.7854,2.9267,2.6308,2.0665,-0.4459,2.7251
519.0000,0.4194,0.4963,0.0556,2.7883,2.8903,2.6419,2.0761,-0.4390,2.7173
520.0000,0.4137,0.4988,0.0545,2.7912,2.8536,2.6533,2.0861,-0.4321,2.7101
521.0000,0.4079,0.5014,0.0533,2.7940,2.8166,2.6649,2.0964,-0.4252,2.7033
522.0000,0.4020,0.5040,0.0522,2.7969,2.7793,2.6767,2.1070,-0.4182,2.6971
523.0000,0.3961,0.5065,0.0511,2.7996,2.7417,2.6887,2.1178,-0.4113,2.6914
524.0000,0.3902,0.5091,0.0501,2.8024,2.7037,2.7009,2.1289,-0.4044,2.6861
525.0000,0.3843,0.5117,0.0490,2.8051,2.6654,2.7133,2.1402,-0.3974,2.6812
526.0000,0.3783,0.5143,0.0479,2.8077,2.6268,2.7259,2.1518,-0.3904,2.6767
527.0000,0.3722,0.5169,0.0469,2.8104,2.5878,2.7386,2.1635,-0.3835,2.6725
528.0000,0.3662,0.5195,0.0459,2.8130,2.5485,2.7515,2.1755,-0.3765,2.6687
529.0000,0.3601,0.5222,0.0449,2.8155,2.5088,2.7644,2.1875,-0.3695,2.6651
530.0000,0.3539,0.5248,0.0439,2.8180,2.4688,2.7775,2.1997,-0.3624,2.6618
531.0000,0.3477,0.5274,0.0429,2.8205,2.4284,2.7906,2.2119,-0.3554,2.6587
532.0000,0.3415,0.5301,0.0419,2.8229,2.3877,2.8037,2.2242,-0.3484,2.6558
533.0000,0.3352,0.5328,0.0410,2.8253,2.3466,2.8168,2.2365,-0.3413,2.6530
534.0000,0.3289,0.5354,0.0401,2.8276,2.3052,2.8298,2.2488,-0.3342,2.6503
535.0000,0.3226,0.5381,0.0392,2.8300,2.2634,2.8428,2.2610,-0.3271,2.6477
536.0000,0.3162,0.5408,0.0383,2.8322,2.2212,2.8557,2.2731,-0.3200,2.6450
537.0000,0.3097,0.5435,0.0374,2.8344,2.1787,2.8685,2.2851,-0.3129,2.6424
538.0000,0.3033,0.5462,0.0365,2.8366,2.1359,2.8811,2.2969,-0.3058,2.6397
539.0000,0.2968,0.5489,0.0357,2.8388,2.0927,2.8934,2.3084,-0.2987,2.6369
540.0000,0.2902,0.5516,0.0348,2.8408,2.0491,2.9056,2.3197,-0.2915,2.6340
541.0000,0.2836,0.5543,0.0340,2.8429,2.0052,2.9174,2.3307,-0.2843,2.6309
542.0000,0.2770,0.5570,0.0332,2.8449,1.9610,2.9289,2.3413,-0.2772,2.6276
543.0000,0.2704,0.5598,0.0325,2.8469,1.9164,2.9400,2.3515,-0.2700,2.6240
544.0000,0.2637,0.5625,0.0317,2.8488,1.8715,2.9508,2.3612,-0.2628,2.6202
545.0000,0.2570,0.5653,0.0310,2.8506,1.8264,2.9610,2.3705,-0.2556,2.6161
546.0000,0.2502,0.5680,0.0302,2.8525,1.7809,2.9708,2.3792,-0.2484,2.6116
547.0000,0.2434,0.5708,0.0295,2.8543,1.7351,2.9801,2.3873,-0.2412,2.6068
548.0000,0.2366,0.5736,0.0288,2.8560,1.6891,2.9888,2.3949,-0.2339,2.6016
549.0000,0.2298,0.5763,0.0282,2.8577,1.6428,2.9969,2.4017,-0.2267,2.5959
550.0000,0.2230,0.5791,0.0275,2.8593,1.5962,3.0044,2.4079,-0.2195,2.5898
551.0000,0.2161,0.5819,0.0269,2.8609,1.5494,3.0112,2.4133,-0.2123,2.5832
552.0000,0.2092,0.5847,0.0263,2.8625,1.5024,3.0174,2.4179,-0.2051,2.5762
553.0000,0.2023,0.5875,0.0257,2.8640,1.4552,3.0227,2.4218,-0.1979,2.5686
554.0000,0.1954,0.5903,0.0251,2.8654,1.4079,3.0274,2.4247,-0.1907,2.5605
555.0000,0.1884,0.5931,0.0245,2.8668,1.3603,3.0312,2.4269,-0.1835,2.5518
556.0000,0.1815,0.5959,0.0240,2.8682,1.3126,3.0343,2.4281,-0.1763,2.5426
557.0000,0.1745,0.5988,0.0235,2.8695,1.2648,3.0365,2.4285,-0.1692,2.5328
558.0000,0.1676,0.6016,0.0230,2.8708,1.2169,3.0378,2.4279,-0.1620,2.5225
559.0000,0.1606,0.6044,0.0225,2.8720,1.1689,3.0383,2.4263,-0.1549,2.5116
560.0000,0.1537,0.6073,0.0220,2.8732,1.1208,3.0379,2.4238,-0.1478,2.5001
561.0000,0.1468,0.6101,0.0216,2.8743,1.0727,3.0367,2.4203,-0.1407,2.4880
562.0000,0.1398,0.6129,0.0212,2.8753,1.0246,3.0345,2.4159,-0.1337,2.4754
563.0000,0.1329,0.6158,0.0208,2.8764,0.9765,3.0315,2.4105,-0.1266,2.4622
564.0000,0.1260,0.6186,0.0204,2.8774,0.9284,3.0276,2.4041,-0.1197,2.4484
565.0000,0.1191,0.6215,0.0200,2.8783,0.8804,3.0227,2.3968,-0.1127,2.4341
566.0000,0.1122,0.6244,0.0197,2.8792,0.8325,3.0170,2.3885,-0.1057,2.4192
567.0000,0.1054,0.6272,0.0194,2.8800,0.7846,3.0105,2.3792,-0.0988,2.4039
568.0000,0.0985,0.6301,0.0191,2.8808,0.7369,3.0031,2.3691,-0.0920,2.3880
569.0000,0.0917,0.6329,0.0188,2.8815,0.6893,2.9948,2.3580,-0.0852,2.3717
570.0000,0.0850,0.6358,0.0185,2.8822,0.6419,2.9857,2.3461,-0.0784,2.3548
571.0000,0.0782,0.6387,0.0183,2.8828,0.5946,2.9758,2.3333,-0.0716,2.3376
572.0000,0.0715,0.6416,0.0181,2.8834,0.5476,2.9652,2.3197,-0.0650,2.3199
573.0000,0.0649,0.6444,0.0179,2.8840,0.5008,2.9538,2.3053,-0.0583,2.3019
574.0000,0.0582,0.6473,0.0177,2.8845,0.4542,2.9418,2.2902,-0.0517,2.2835
575.0000,0.0517,0.6502,0.0175,2.8849,0.4079,2.9290,2.2744,-0.0452,2.2648
576.0000,0.0451,0.6531,0.0173,2.8853,0.3619,2.9156,2.2579,-0.0387,2.2458
577.0000,0.0386,0.6560,0.0172,2.8857,0.3162,2.9017,2.2408,-0.0322,2.2266
578.0000,0.0322,0.6588,0.0171,2.8860,0.2707,2.8871,2.2231,-0.0258,2.2071
579.0000,0.0258,0.6617,0.0170,2.8863,0.2257,2.8721,2.2049,-0.0195,2.1875
580.0000,0.0195,0.6646,0.0169,2.8865,0.1809,2.8566,2.1863,-0.0132,2.1677
581.0000,0.0132,0.6675,0.0169,2.8867,0.1366,2.8407,2.1672,-0.0070,2.1479
582.0000,0.0070,0.6704,0.0168,2.8868,0.0926,2.8244,2.1477,-0.0008,2.1279
583.0000,0.0008,0.6733,0.0168,2.8869,0.0489,2.8077,2.1279,0.0053,2.1080
584.0000,-0.0053,0.6762,0.0168,2.8870,0.0057,2.7908,2.1079,0.0114,2.0880
585.0000,-0.0114,0.6790,0.0168,2.8870,-0.0371,2.7737,2.0876,0.0174,2.0682
586.0000,-0.0173,0.6819,0.0169,2.8870,-0.0795,2.7563,2.0672,0.0233,2.0484
587.0000,-0.0233,0.6848,0.0169,2.8869,-0.1216,2.7389,2.0467,0.0292,2.0287
588.0000,-0.0292,0.6877,0.0170,2.8868,-0.1632,2.7213,2.0261,0.0350,2.0093
589.0000,-0.0350,0.6906,0.0171,2.8866,-0.2044,2.7037,2.0056,0.0408,1.9901
590.0000,-0.0407,0.6935,0.0172,2.8864,-0.2451,2.6861,1.9851,0.0465,1.9711
591.0000,-0.0464,0.6964,0.0173,2.8861,-0.2855,2.6685,1.9647,0.0521,1.9524
592.0000,-0.0521,0.6992,0.0174,2.8859,-0.3254,2.6511,1.9445,0.0577,1.9341
593.0000,-0.0577,0.7021,0.0176,2.8855,-0.3649,2.6338,1.9245,0.0633,1.9161
594.0000,-0.0632,0.7050,0.0177,2.8852,-0.4039,2.6166,1.9047,0.0688,1.8986
595.0000,-0.0687,0.7079,0.0179,2.8848,-0.4426,2.5997,1.8852,0.0742,1.8816
596.0000,-0.0741,0.7108,0.0181,2.8843,-0.4808,2.5830,1.8661,0.0796,1.8650
597.0000,-0.0794,0.7136,0.0183,2.8838,-0.5187,2.5666,1.8474,0.0850,1.8489
598.0000,-0.0848,0.7165,0.0186,2.8833,-0.5561,2.5506,1.8291,0.0902,1.8334
599.0000,-0.0900,0.7194,0.0188,2.8828,-0.5931,2.5349,1.8112,0.0955,1.8185
600.0000,-0.0952,0.7223,0.0191,2.8822,-0.6298,2.5196,1.7939,0.1007,1.8042
601.0000,-0.1004,0.7251,0.0193,2.8815,-0.6661,2.5048,1.7771,0.1058,1.7905
602.0000,-0.1055,0.7280,0.0196,2.8809,-0.7020,2.4904,1.7608,0.1110,1.7775
603.0000,-0.1105,0.7309,0.0199,2.8802,-0.7376,2.4764,1.7452,0.1160,1.7652
604.0000,-0.1155,0.7337,0.0203,2.8794,-0.7728,2.4630,1.7301,0.1211,1.7536
605.0000,-0.1205,0.7366,0.0206,2.8787,-0.8077,2.4501,1.7158,0.1261,1.7428
606.0000,-0.1254,0.7394,0.0209,2.8779,-0.8422,2.4378,1.7021,0.1310,1.7327
607.0000,-0.1303,0.7423,0.0213,2.8770,-0.8765,2.4260,1.6890,0.1360,1.7234
608.0000,-0.1351,0.7451,0.0217,2.8761,-0.9104,2.4147,1.6767,0.1409,1.7149
609.0000,-0.1400,0.7480,0.0221,2.8752,-0.9441,2.4041,1.6651,0.1457,1.7073
610.0000,-0.1447,0.7508,0.0225,2.8743,-0.9775,2.3941,1.6543,0.1506,1.7004
611.0000,-0.1495,0.7537,0.0229,2.8733,-1.0106,2.3846,1.6442,0.1554,1.6944
612.0000,-0.1542,0.7565,0.0233,2.8723,-1.0435,2.3758,1.6348,0.1602,1.6892
613.0000,-0.1589,0.7594,0.0237,2.8712,-1.0762,2.3676,1.6262,0.1650,1.6849
614.0000,-0.1635,0.7622,0.0242,2.8702,-1.1086,2.3600,1.6184,0.1698,1.6815
615.0000,-0.1682,0.7650,0.0247,2.8691,-1.1409,2.3531,1.6113,0.1745,1.6789
616.0000,-0.1728,0.7679,0.0251,2.8679,-1.1730,2.3468,1.6050,0.1793,1.6772
617.0000,-0.1774,0.7707,0.0256,2.8667,-1.2049,2.3411,1.5995,0.1840,1.6764
618.0000,-0.1820,0.7735,0.0261,2.8655,-1.2366,2.3360,1.5947,0.1888,1.6765
619.0000,-0.1866,0.7763,0.0267,2.8643,-1.2682,2.3315,1.5907,0.1935,1.6774
620.0000,-0.1911,0.7791,0.0272,2.8630,-1.2997,2.3276,1.5874,0.1982,1.6793
621.0000,-0.1957,0.7819,0.0277,2.8617,-1.3311,2.3243,1.5849,0.2029,1.6819
622.0000,-0.2002,0.7848,0.0283,2.8604,-1.3624,2.3216,1.5831,0.2077,1.6855
623.0000,-0.2048,0.7876,0.0289,2.8590,-1.3936,2.3195,1.5821,0.2124,1.6899
624.0000,-0.2093,0.7904,0.0294,2.8577,-1.4247,2.3179,1.5817,0.2171,1.6952
625.0000,-0.2138,0.7932,0.0300,2.8562,-1.4558,2.3169,1.5820,0.2219,1.7013
626.0000,-0.2183,0.7959,0.0306,2.8548,-1.4868,2.3164,1.5830,0.2266,1.7083
627.0000,-0.2229,0.7987,0.0313,2.8533,-1.5178,2.3165,1.5847,0.2314,1.7161
628.0000,-0.2274,0.8015,0.0319,2.8518,-1.5488,2.3170,1.5870,0.2362,1.7247
629.0000,-0.2319,0.8043,0.0325,2.8502,-1.5798,2.3180,1.5899,0.2410,1.7342
630.0000,-0.2365,0.8071,0.0332,2.8486,-1.6108,2.3195,1.5934,0.2458,1.7444
631.0000,-0.2410,0.8098,0.0339,2.8470,-1.6417,2.3214,1.5974,0.2507,1.7554
632.0000,-0.2456,0.8126,0.0345,2.8454,-1.6727,2.3237,1.6021,0.2555,1.7673
633.0000,-0.2502,0.8154,0.0352,2.8437,-1.7038,2.3265,1.6073,0.2604,1.7799
634.0000,-0.2548,0.8181,0.0359,2.8420,-1.7349,2.3297,1.6130,0.2654,1.7932
635.0000,-0.2594,0.8209,0.0366,2.8403,-1.7660,2.3331,1.6192,0.2703,1.8073
636.0000,-0.2640,0.8236,0.0374,2.8385,-1.7972,2.3370,1.6259,0.2753,1.8221
637.0000,-0.2686,0.8264,0.0381,2.8367,-1.8285,2.3412,1.6329,0.2803,1.8376
638.0000,-0.2733,0.8291,0.0389,2.8349,-1.8599,2.3456,1.6405,0.2854,1.8538
639.0000,-0.2780,0.8318,0.0396,2.8330,-1.8913,2.3504,1.6484,0.2904,1.8707
640.0000,-0.2827,0.8345,0.0404,2.8311,-1.9228,2.3554,1.6567,0.2956,1.8883
641.0000,-0.2874,0.8373,0.0412,2.8292,-1.9544,2.3607,1.6654,0.3007,1.9066
642.0000,-0.2921,0.8400,0.0420,2.8273,-1.9861,2.3662,1.6744,0.3059,1.9254
643.0000,-0.2969,0.8427,0.0428,2.8253,-2.0179,2.3719,1.6836,0.3112,1.9450
644.0000,-0.3017,0.8454,0.0436,2.8232,-2.0499,2.3777,1.6932,0.3164,1.9651
645.0000,-0.3065,0.8481,0.0445,2.8212,-2.0819,2.3837,1.7030,0.3218,1.9860
646.0000,-0.3113,0.8508,0.0453,2.8191,-2.1141,2.3899,1.7131,0.3271,2.0074
647.0000,-0.3162,0.8535,0.0462,2.8170,-2.1463,2.3962,1.7234,0.3326,2.0293
648.0000,-0.3211,0.8561,0.0471,2.8149,-2.1787,2.4026,1.7339,0.3380,2.0519
649.0000,-0.3260,0.8588,0.0480,2.8127,-2.2112,2.4091,1.7446,0.3435,2.0752
650.0000,-0.3309,0.8615,0.0489,2.8105,-2.2439,2.4156,1.7554,0.3491,2.0989
651.0000,-0.3359,0.8641,0.0498,2.8082,-2.2766,2.4222,1.7664,0.3547,2.1232
652.0000,-0.3409,0.8668,0.0507,2.8059,-2.3095,2.4288,1.7774,0.3604,2.1480
653.0000,-0.3459,0.8694,0.0516,2.8036,-2.3425,2.4354,1.7885,0.3661,2.1734
654.0000,-0.3509,0.8721,0.0526,2.8013,-2.3757,2.4421,1.7998,0.3719,2.1993
655.0000,-0.3560,0.8747,0.0535,2.7989,-2.4089,2.4487,1.8110,0.3777,2.2259
656.0000,-0.3611,0.8773,0.0545,2.7965,-2.4423,2.4553,1.8224,0.3836,2.2528
657.0000,-0.3663,0.8799,0.0555,2.7941,-2.4758,2.4618,1.8336,0.3895,2.2803
658.0000,-0.3714,0.8825,0.0565,2.7916,-2.5094,2.4682,1.8450,0.3955,2.3084
659.0000,-0.3766,0.8851,0.0575,2.7891,-2.5431,2.4747,1.8563,0.4015,2.3370
660.0000,-0.3818,0.8877,0.0586,2.7865,-2.5770,2.4809,1.8676,0.4076,2.3660
661.0000,-0.3871,0.8903,0.0596,2.7840,-2.6109,2.4871,1.8788,0.4138,2.3956
662.0000,-0.3923,0.8929,0.0606,2.7814,-2.6450,2.4932,1.8900,0.4200,2.4257
663.0000,-0.3976,0.8955,0.0617,2.7787,-2.6791,2.4992,1.9011,0.4263,2.4562
664.0000,-0.4029,0.8980,0.0628,2.7760,-2.7134,2.5049,1.9120,0.4326,2.4873
665.0000,-0.4083,0.9006,0.0639,2.7733,-2.7477,2.5106,1.9230,0.4390,2.5188
666.0000,-0.4137,0.9031,0.0650,2.7706,-2.7821,2.5161,1.9337,0.4454,2.5508
667.0000,-0.4191,0.9057,0.0661,2.7678,-2.8166,2.5214,1.9443,0.4520,2.5834
668.0000,-0.4245,0.9082,0.0672,2.7650,-2.8512,2.5265,1.9548,0.4585,2.6163
669.0000,-0.4299,0.9107,0.0683,2.7621,-2.8859,2.5314,1.9650,0.4652,2.6498
670.0000,-0.4354,0.9132,0.0695,2.7592,-2.9206,2.5361,1.9752,0.4719,2.6837
