mass_A
t	x	y
0.0	0.008435268382247452	0.638052351990515
0.01	0.008630226849912603	0.6378647065702893
0.02	0.009931344096137718	0.6362631810654604
0.03	0.011103756232053119	0.6340516706565232
0.04	0.013206678525260529	0.6316632012098894
0.05	0.014703941835120082	0.6291014941850698
0.059999999999999776	0.017885480976547463	0.6252434409400256
0.06999999999999977	0.019973317304927074	0.6218249033757979
0.07999999999999977	0.02319112304165266	0.6174540789758607
0.08999999999999977	0.02601399724347503	0.6127026476703124
0.09999999999999977	0.030494483582374166	0.6069809554837491
0.10999999999999978	0.03408335880294122	0.6017300300969843
0.11999999999999977	0.03868371537580145	0.5952877761878153
0.12999999999999978	0.04342511387718895	0.5885964437603726
0.13999999999999976	0.04916493206122974	0.5807441202926853
0.14999999999999977	0.05485423114187937	0.5730419252323623
0.15999999999999978	0.060984631547391976	0.5645181388637727
0.16999999999999976	0.0673597222383111	0.5560906296443139
0.17999999999999977	0.0743409217984779	0.5470846850417853
0.18999999999999978	0.08169340798929808	0.536744804902054
0.19999999999999976	0.08942567112254252	0.5265967797426648
0.20999999999999977	0.09741616661735625	0.5164003657593688
0.21999999999999978	0.10589703281469792	0.5055112727783124
0.22999999999999976	0.11501779485139418	0.4938285294049629
0.23999999999999977	0.12401790963795895	0.4819334283911591
0.25	0.1342611482653378	0.4695054096041511
0.26	0.14380292415433188	0.4572245870125332
0.27	0.15506867658069762	0.4435096813747689
0.28	0.1660336653100773	0.42976345401183086
0.29	0.17596091073004455	0.41710166366225065
0.3	0.18726555793469485	0.33866311026154633
0.31	0.1994813396493083	0.38573606452431997
0.32	0.21115917708480308	0.37096308207105866
0.3299999999999998	0.224120026831314	0.35503757429535276
0.33999999999999975	0.237200025264601	0.33808663938661876
0.34999999999999976	0.25076538623606587	0.32188075469763705
0.35999999999999976	0.26474896229831185	0.3048656189709581
0.3699999999999998	0.27955700822041013	0.2876425371450745
0.3799999999999998	0.2941016207944173	0.2709479695239825
0.3899999999999998	0.3099475351608108	0.2530732302760383
0.3999999999999998	0.32599632259986416	0.2355426961686612
0.40999999999999975	0.341856027129303	0.2182254073315376
0.41999999999999976	0.3593919521244711	0.2001574506413787
0.42999999999999977	0.37729244935946665	0.18284327900045128
0.4499999999999998	0.41400853256761844	0.14587280482548937
0.4599999999999998	0.43530320693808117	0.12834740037130254
0.46999999999999975	0.45712009504005874	0.11169453507542282
0.47999999999999976	0.4804434564348668	0.09723445933240515
0.48999999999999977	0.5040469641554965	0.08465312323096263
0.5	0.5306380429174846	0.07337623687400296
0.51	0.5572933159687219	0.06522408294618076
0.52	0.5842976290787949	0.05956655274311551
0.53	0.6130660308407048	0.05595011747872147
0.54	0.6410096691669855	0.05392583910622539
0.55	0.6685303669915725	0.05314995175894632
0.56	0.6965576376815386	0.053218697795374026
0.57	0.7242498008467355	0.054178076425411614
0.58	0.7517410869676242	0.05569500037154829
0.5899999999999997	0.7792539805972813	0.057213535740718635
0.6099999999999998	0.83407710035707	0.06258326985703733
0.6199999999999998	0.8605628771130311	0.06672082043992877
0.6299999999999998	0.8861999752458283	0.07205384960889638
0.6399999999999998	0.9123534609893518	0.079306258187961
0.6499999999999998	0.9365928407297146	0.08759592813598882
0.6599999999999998	0.9599424348317465	0.09695622763957845
0.6699999999999998	0.9830355698022932	0.10810994910721616
0.6799999999999998	1.0049001751158169	0.12377648281837139
0.6899999999999997	1.0262686773031224	0.1346618521375288
0.6999999999999997	1.0461230186056356	0.1489428465521777
0.7099999999999997	1.0645072388170271	0.16350281073649053
0.7199999999999998	1.0812089444081685	0.1781127186948689
0.7299999999999998	1.0976714647135521	0.19326807263458035
0.7399999999999998	1.1135733333016855	0.20960437883826544
0.75	1.1284017814802882	0.22574340362004197
0.76	1.1426445429714749	0.24183158736405086
0.77	1.156169236784766	0.2578759120620185
0.78	1.168513365662281	0.2735000280990758
0.79	1.180090549955992	0.28852628215944476
0.8	1.1911562694717839	0.3032564251017226
0.81	1.2015419009572224	0.31985810916962065
0.82	1.2128854000573441	0.33367374559570684
0.83	1.2228726471493925	0.34777096459968965
0.84	1.2323847969197852	0.36131828382438835
0.85	1.2418812195841265	0.3750293385457549
0.8599999999999998	1.2506972595464199	0.3879505311591604
0.8699999999999998	1.259023956318211	0.4005564272928096
0.88	1.2669246455004388	0.4126993560546222
0.8899999999999998	1.274031690692064	0.4239104890297284
0.9	1.2813737594678074	0.43532739492017886
0.9099999999999998	1.2885421548013039	0.4459584240474229
0.9200000000000003	1.2949182132324186	0.4559870912557822
0.9299999999999998	1.3006373053788383	0.46535355214750795
0.9400000000000003	1.3059719368016078	0.4741530043346491
0.9499999999999997	1.3105128265085881	0.4827312540237442
0.9600000000000002	1.3153280470807966	0.4902874743867625
0.9699999999999998	1.3195578962094818	0.49736748254428614
0.9800000000000002	1.3235511095378214	0.5038666850230682
0.9899999999999998	1.3269466871346662	0.5101622267494932
0.9999999999999998	1.3302896458958537	0.516132289678241
1.0099999999999998	1.3334436528233404	0.5215289888643436
1.0199999999999998	1.336178181689743	0.5263375314770775
1.0299999999999998	1.3386692472423862	0.5306492113008814
1.0399999999999998	1.3405461626449235	0.5344884243345946
1.0499999999999998	1.342176810438656	0.5377183853397538
1.0599999999999998	1.343600387136879	0.5405902453666058
1.0699999999999998	1.3449674824617428	0.5424823192041797
1.0799999999999998	1.3454494209794965	0.5441315818622261
