# time,angle,x,y,speed_tangential,accel_tangential,normal_force,curvature,dfdx,d2fdx2
813.0000,-0.9440,1.2066,0.3154,2.1946,-5.6697,1.2879,0.5834,1.3845,2.8807
814.0000,-0.9453,1.2079,0.3172,2.1889,-5.6751,1.2839,0.5783,1.3882,2.8657
815.0000,-0.9465,1.2092,0.3190,2.1833,-5.6804,1.2795,0.5722,1.3919,2.8497
816.0000,-0.9478,1.2104,0.3208,2.1776,-5.6855,1.2751,0.5661,1.3955,2.8372
817.0000,-0.9490,1.2117,0.3225,2.1719,-5.6907,1.2710,0.5607,1.3991,2.8203
818.0000,-0.9502,1.2130,0.3243,2.1662,-5.6957,1.2667,0.5545,1.4026,2.8096
819.0000,-0.9514,1.2142,0.3261,2.1605,-5.7007,1.2629,0.5497,1.4062,2.7954
820.0000,-0.9526,1.2155,0.3278,2.1548,-5.7055,1.2589,0.5441,1.4097,2.7824
821.0000,-0.9538,1.2167,0.3296,2.1491,-5.7104,1.2551,0.5389,1.4131,2.7647
822.0000,-0.9549,1.2180,0.3313,2.1434,-5.7151,1.2509,0.5329,1.4165,2.7504
823.0000,-0.9561,1.2192,0.3331,2.1377,-5.7198,1.2471,0.5276,1.4199,2.7349
824.0000,-0.9572,1.2205,0.3348,2.1320,-5.7244,1.2432,0.5221,1.4233,2.7254
825.0000,-0.9583,1.2217,0.3366,2.1262,-5.7290,1.2399,0.5178,1.4266,2.7129
826.0000,-0.9594,1.2229,0.3383,2.1205,-5.7335,1.2364,0.5130,1.4300,2.7001
827.0000,-0.9605,1.2241,0.3400,2.1148,-5.7379,1.2329,0.5082,1.4332,2.6816
828.0000,-0.9616,1.2253,0.3418,2.1090,-5.7423,1.2291,0.5024,1.4365,2.6709
829.0000,-0.9627,1.2265,0.3435,2.1033,-5.7466,1.2259,0.4981,1.4397,2.6572
830.0000,-0.9637,1.2277,0.3452,2.0976,-5.7508,1.2225,0.4933,1.4428,2.6402
831.0000,-0.9647,1.2289,0.3470,2.0918,-5.7551,1.2189,0.4880,1.4460,2.6285
832.0000,-0.9658,1.2301,0.3487,2.0860,-5.7591,1.2157,0.4837,1.4492,2.6160
833.0000,-0.9668,1.2313,0.3504,2.0803,-5.7633,1.2126,0.4793,1.4522,2.6003
834.0000,-0.9678,1.2325,0.3521,2.0745,-5.7673,1.2092,0.4743,1.4553,2.5874
835.0000,-0.9687,1.2337,0.3538,2.0688,-5.7712,1.2062,0.4700,1.4583,2.5716
836.0000,-0.9697,1.2348,0.3555,2.0630,-5.7751,1.2029,0.4651,1.4613,2.5563
837.0000,-0.9707,1.2360,0.3572,2.0572,-5.7790,1.1997,0.4604,1.4643,2.5415
838.0000,-0.9716,1.2372,0.3589,2.0514,-5.7828,1.1967,0.4559,1.4672,2.5311
839.0000,-0.9726,1.2383,0.3606,2.0456,-5.7865,1.1940,0.4521,1.4701,2.5110
840.0000,-0.9735,1.2395,0.3623,2.0399,-5.7902,1.1906,0.4467,1.4730,2.4963
841.0000,-0.9744,1.2406,0.3640,2.0341,-5.7938,1.1876,0.4423,1.4759,2.4853
842.0000,-0.9753,1.2418,0.3657,2.0283,-5.7975,1.1850,0.4386,1.4787,2.4658
843.0000,-0.9762,1.2429,0.3673,2.0225,-5.8010,1.1818,0.4335,1.4815,2.4564
844.0000,-0.9771,1.2440,0.3690,2.0167,-5.8045,1.1794,0.4301,1.4843,2.4417
845.0000,-0.9779,1.2452,0.3707,2.0109,-5.8079,1.1766,0.4259,1.4870,2.4162
846.0000,-0.9788,1.2463,0.3724,2.0051,-5.8113,1.1731,0.4199,1.4898,2.4079
847.0000,-0.9796,1.2474,0.3740,1.9993,-5.8146,1.1708,0.4168,1.4925,2.3968
848.0000,-0.9805,1.2485,0.3757,1.9934,-5.8180,1.1684,0.4134,1.4951,2.3841
849.0000,-0.9813,1.2496,0.3773,1.9876,-5.8212,1.1659,0.4097,1.4977,2.3590
850.0000,-0.9821,1.2507,0.3790,1.9818,-5.8244,1.1627,0.4039,1.5003,2.3472
851.0000,-0.9829,1.2518,0.3806,1.9760,-5.8275,1.1603,0.4004,1.5029,2.3367
852.0000,-0.9837,1.2529,0.3823,1.9701,-5.8307,1.1581,0.3972,1.5055,2.3203
853.0000,-0.9845,1.2540,0.3839,1.9643,-5.8338,1.1555,0.3930,1.5080,2.3089
854.0000,-0.9852,1.2551,0.3856,1.9585,-5.8368,1.1533,0.3897,1.5105,2.2895
855.0000,-0.9860,1.2562,0.3872,1.9526,-5.8398,1.1506,0.3851,1.5129,2.2771
856.0000,-0.9867,1.2573,0.3888,1.9468,-5.8427,1.1484,0.3818,1.5154,2.2637
857.0000,-0.9875,1.2584,0.3904,1.9410,-5.8456,1.1461,0.3782,1.5178,2.2535
858.0000,-0.9882,1.2594,0.3921,1.9351,-5.8485,1.1441,0.3753,1.5202,2.2373
859.0000,-0.9890,1.2605,0.3937,1.9293,-5.8514,1.1418,0.3713,1.5226,2.2329
860.0000,-0.9897,1.2615,0.3953,1.9234,-5.8541,1.1401,0.3694,1.5250,2.2128
861.0000,-0.9904,1.2626,0.3969,1.9176,-5.8569,1.1376,0.3649,1.5273,2.2096
862.0000,-0.9911,1.2637,0.3985,1.9117,-5.8597,1.1361,0.3632,1.5296,2.1829
863.0000,-0.9918,1.2647,0.4001,1.9058,-5.8624,1.1332,0.3577,1.5319,2.1807
864.0000,-0.9925,1.2657,0.4017,1.9000,-5.8650,1.1319,0.3562,1.5342,2.1714
865.0000,-0.9931,1.2668,0.4033,1.8941,-5.8676,1.1301,0.3536,1.5364,2.1557
866.0000,-0.9938,1.2678,0.4049,1.8883,-5.8702,1.1280,0.3500,1.5386,2.1481
867.0000,-0.9945,1.2688,0.4065,1.8824,-5.8727,1.1264,0.3476,1.5409,2.1454
868.0000,-0.9951,1.2699,0.4080,1.8765,-5.8753,1.1250,0.3461,1.5431,2.1395
869.0000,-0.9958,1.2709,0.4096,1.8706,-5.8778,1.1235,0.3441,1.5452,2.1304
870.0000,-0.9964,1.2719,0.4112,1.8648,-5.8803,1.1219,0.3417,1.5474,2.1243
871.0000,-0.9971,1.2729,0.4127,1.8589,-5.8827,1.1204,0.3397,1.5495,2.1253
872.0000,-0.9977,1.2739,0.4143,1.8530,-5.8851,1.1194,0.3388,1.5517,2.1187
873.0000,-0.9983,1.2749,0.4159,1.8471,-5.8875,1.1179,0.3368,1.5538,2.1233
874.0000,-0.9990,1.2759,0.4174,1.8412,-5.8899,1.1170,0.3365,1.5560,2.1306
875.0000,-0.9996,1.2769,0.4190,1.8353,-5.8923,1.1164,0.3367,1.5580,2.1208
876.0000,-1.0002,1.2779,0.4205,1.8294,-5.8947,1.1148,0.3342,1.5602,2.1250
877.0000,-1.0008,1.2789,0.4221,1.8235,-5.8970,1.1139,0.3339,1.5623,2.1321
878.0000,-1.0014,1.2799,0.4236,1.8176,-5.8994,1.1132,0.3341,1.5643,2.1320
879.0000,-1.0020,1.2809,0.4251,1.8117,-5.9016,1.1122,0.3331,1.5665,2.1428
880.0000,-1.0026,1.2819,0.4266,1.8058,-5.9039,1.1117,0.3338,1.5685,2.1448
881.0000,-1.0032,1.2828,0.4282,1.7999,-5.9062,1.1108,0.3332,1.5707,2.1641
882.0000,-1.0038,1.2838,0.4297,1.7940,-5.9085,1.1107,0.3352,1.5727,2.1756
883.0000,-1.0044,1.2848,0.4312,1.7881,-5.9108,1.1103,0.3361,1.5749,2.1938
884.0000,-1.0051,1.2857,0.4327,1.7822,-5.9130,1.1101,0.3379,1.5770,2.2153
885.0000,-1.0057,1.2867,0.4342,1.7763,-5.9154,1.1102,0.3403,1.5791,2.2311
886.0000,-1.0063,1.2876,0.4357,1.7704,-5.9176,1.1099,0.3417,1.5812,2.2536
887.0000,-1.0069,1.2886,0.4372,1.7645,-5.9199,1.1100,0.3441,1.5834,2.2821
888.0000,-1.0075,1.2895,0.4387,1.7586,-5.9222,1.1103,0.3475,1.5855,2.3052
889.0000,-1.0081,1.2905,0.4402,1.7526,-5.9245,1.1103,0.3500,1.5877,2.3490
890.0000,-1.0087,1.2914,0.4417,1.7467,-5.9268,1.1113,0.3555,1.5899,2.3754
891.0000,-1.0093,1.2923,0.4431,1.7408,-5.9292,1.1115,0.3585,1.5922,2.4192
892.0000,-1.0100,1.2932,0.4446,1.7348,-5.9314,1.1124,0.3640,1.5944,2.4515
893.0000,-1.0106,1.2942,0.4461,1.7289,-5.9338,1.1128,0.3677,1.5967,2.5089
894.0000,-1.0113,1.2951,0.4476,1.7230,-5.9362,1.1143,0.3752,1.5991,2.5550
895.0000,-1.0119,1.2960,0.4490,1.7170,-5.9386,1.1153,0.3808,1.6014,2.5956
896.0000,-1.0126,1.2969,0.4505,1.7111,-5.9411,1.1159,0.3857,1.6038,2.6579
897.0000,-1.0133,1.2978,0.4519,1.7052,-5.9435,1.1175,0.3937,1.6062,2.7167
898.0000,-1.0139,1.2987,0.4534,1.6992,-5.9460,1.1189,0.4011,1.6087,2.7847
899.0000,-1.0146,1.2996,0.4548,1.6933,-5.9485,1.1206,0.4097,1.6113,2.8547
900.0000,-1.0153,1.3005,0.4562,1.6873,-5.9511,1.1223,0.4186,1.6138,2.9213
901.0000,-1.0161,1.3014,0.4577,1.6814,-5.9537,1.1239,0.4269,1.6165,2.9974
902.0000,-1.0168,1.3023,0.4591,1.6754,-5.9563,1.1258,0.4365,1.6191,3.0779
903.0000,-1.0175,1.3032,0.4605,1.6695,-5.9590,1.1278,0.4466,1.6219,3.1641
904.0000,-1.0183,1.3040,0.4620,1.6635,-5.9617,1.1299,0.4574,1.6247,3.2547
905.0000,-1.0191,1.3049,0.4634,1.6575,-5.9646,1.1322,0.4687,1.6276,3.3592
906.0000,-1.0199,1.3058,0.4648,1.6516,-5.9674,1.1350,0.4819,1.6306,3.4615
907.0000,-1.0207,1.3067,0.4662,1.6456,-5.9703,1.1375,0.4946,1.6336,3.5661
908.0000,-1.0215,1.3075,0.4676,1.6396,-5.9733,1.1401,0.5075,1.6367,3.6804
909.0000,-1.0223,1.3084,0.4690,1.6337,-5.9764,1.1429,0.5216,1.6399,3.7918
910.0000,-1.0232,1.3092,0.4704,1.6277,-5.9794,1.1456,0.5351,1.6432,3.9229
911.0000,-1.0241,1.3101,0.4718,1.6217,-5.9826,1.1488,0.5511,1.6466,4.0491
912.0000,-1.0250,1.3109,0.4732,1.6157,-5.9859,1.1518,0.5663,1.6501,4.1790
913.0000,-1.0260,1.3118,0.4745,1.6097,-5.9892,1.1548,0.5818,1.6536,4.3311
914.0000,-1.0269,1.3126,0.4759,1.6038,-5.9926,1.1585,0.6001,1.6573,4.4782
915.0000,-1.0279,1.3134,0.4773,1.5978,-5.9960,1.1619,0.6175,1.6612,4.6480
916.0000,-1.0289,1.3142,0.4787,1.5918,-5.9996,1.1659,0.6376,1.6650,4.7968
917.0000,-1.0299,1.3151,0.4800,1.5858,-6.0034,1.1691,0.6547,1.6691,4.9744
918.0000,-1.0310,1.3159,0.4814,1.5798,-6.0070,1.1731,0.6753,1.6732,5.1447
919.0000,-1.0321,1.3167,0.4827,1.5738,-6.0109,1.1767,0.6946,1.6774,5.3235
920.0000,-1.0332,1.3175,0.4841,1.5677,-6.0148,1.1805,0.7148,1.6819,5.5196
921.0000,-1.0344,1.3183,0.4854,1.5617,-6.0188,1.1846,0.7367,1.6863,5.7189
922.0000,-1.0355,1.3191,0.4868,1.5557,-6.0230,1.1887,0.7589,1.6911,5.9395
923.0000,-1.0368,1.3199,0.4881,1.5497,-6.0271,1.1932,0.7833,1.6959,6.1458
924.0000,-1.0380,1.3207,0.4894,1.5437,-6.0315,1.1972,0.8054,1.7008,6.3756
925.0000,-1.0393,1.3215,0.4908,1.5376,-6.0359,1.2016,0.8301,1.7059,6.6027
926.0000,-1.0406,1.3222,0.4921,1.5316,-6.0404,1.2058,0.8540,1.7111,6.8353
927.0000,-1.0419,1.3230,0.4934,1.5256,-6.0451,1.2100,0.8780,1.7166,7.0890
928.0000,-1.0433,1.3238,0.4947,1.5195,-6.0498,1.2145,0.9042,1.7221,7.3388
929.0000,-1.0447,1.3246,0.4961,1.5135,-6.0547,1.2187,0.9293,1.7278,7.6191
930.0000,-1.0461,1.3253,0.4974,1.5074,-6.0596,1.2236,0.9576,1.7338,7.8827
931.0000,-1.0476,1.3261,0.4987,1.5013,-6.0647,1.2277,0.9831,1.7398,8.1622
932.0000,-1.0491,1.3268,0.5000,1.4953,-6.0699,1.2321,1.0101,1.7461,8.4574
933.0000,-1.0507,1.3276,0.5013,1.4892,-6.0751,1.2366,1.0382,1.7525,8.7556
934.0000,-1.0523,1.3283,0.5026,1.4831,-6.0805,1.2410,1.0658,1.7590,9.0563
935.0000,-1.0539,1.3290,0.5038,1.4771,-6.0860,1.2451,1.0932,1.7658,9.3704
936.0000,-1.0555,1.3298,0.5051,1.4710,-6.0916,1.2494,1.1212,1.7729,9.7050
937.0000,-1.0572,1.3305,0.5064,1.4649,-6.0973,1.2538,1.1508,1.7800,10.0302
938.0000,-1.0589,1.3312,0.5077,1.4588,-6.1032,1.2578,1.1785,1.7875,10.3986
939.0000,-1.0607,1.3319,0.5090,1.4527,-6.1091,1.2625,1.2103,1.7949,10.7332
940.0000,-1.0625,1.3326,0.5102,1.4466,-6.1152,1.2662,1.2374,1.8027,11.1069
941.0000,-1.0643,1.3333,0.5115,1.4405,-6.1212,1.2704,1.2678,1.8106,11.4814
942.0000,-1.0662,1.3340,0.5127,1.4343,-6.1275,1.2744,1.2974,1.8188,11.8546
943.0000,-1.0681,1.3347,0.5140,1.4282,-6.1338,1.2780,1.3257,1.8272,12.2435
944.0000,-1.0700,1.3354,0.5153,1.4221,-6.1403,1.2817,1.3548,1.8358,12.6494
945.0000,-1.0720,1.3361,0.5165,1.4159,-6.1468,1.2854,1.3846,1.8446,13.0654
946.0000,-1.0740,1.3368,0.5177,1.4098,-6.1534,1.2890,1.4143,1.8536,13.4880
947.0000,-1.0761,1.3375,0.5190,1.4036,-6.1602,1.2925,1.4436,1.8628,13.9111
948.0000,-1.0781,1.3381,0.5202,1.3975,-6.1670,1.2956,1.4720,1.8723,14.3543
949.0000,-1.0802,1.3388,0.5215,1.3913,-6.1738,1.2988,1.5010,1.8819,14.7951
950.0000,-1.0824,1.3394,0.5227,1.3851,-6.1808,1.3016,1.5287,1.8918,15.2613
951.0000,-1.0845,1.3401,0.5239,1.3790,-6.1878,1.3046,1.5576,1.9019,15.7199
952.0000,-1.0867,1.3407,0.5251,1.3728,-6.1949,1.3071,1.5845,1.9122,16.2009
953.0000,-1.0890,1.3414,0.5263,1.3666,-6.2021,1.3097,1.6123,1.9228,16.6900
954.0000,-1.0912,1.3420,0.5275,1.3604,-6.2093,1.3121,1.6395,1.9335,17.1774
955.0000,-1.0935,1.3426,0.5288,1.3542,-6.2167,1.3142,1.6654,1.9445,17.6967
956.0000,-1.0958,1.3433,0.5300,1.3479,-6.2240,1.3164,1.6928,1.9556,18.2008
957.0000,-1.0981,1.3439,0.5312,1.3417,-6.2314,1.3181,1.7176,1.9670,18.7278
958.0000,-1.1005,1.3445,0.5324,1.3355,-6.2388,1.3199,1.7431,1.9787,19.2507
959.0000,-1.1028,1.3451,0.5335,1.3292,-6.2463,1.3212,1.7666,1.9905,19.7994
960.0000,-1.1052,1.3457,0.5347,1.3230,-6.2538,1.3226,1.7912,2.0025,20.3412
961.0000,-1.1077,1.3463,0.5359,1.3167,-6.2614,1.3236,1.8139,2.0149,20.9050
962.0000,-1.1101,1.3469,0.5371,1.3105,-6.2690,1.3246,1.8368,2.0273,21.4591
963.0000,-1.1125,1.3475,0.5383,1.3042,-6.2766,1.3252,1.8578,2.0400,22.0430
964.0000,-1.1150,1.3480,0.5394,1.2979,-6.2842,1.3259,1.8797,2.0529,22.6159
965.0000,-1.1175,1.3486,0.5406,1.2917,-6.2919,1.3262,1.8994,2.0660,23.2052
966.0000,-1.1200,1.3492,0.5418,1.2854,-6.2995,1.3263,1.9189,2.0794,23.7974
967.0000,-1.1225,1.3497,0.5429,1.2791,-6.3072,1.3263,1.9373,2.0929,24.4111
968.0000,-1.1251,1.3503,0.5441,1.2728,-6.3148,1.3262,1.9561,2.1066,25.0247
969.0000,-1.1276,1.3508,0.5452,1.2664,-6.3225,1.3259,1.9735,2.1206,25.6420
970.0000,-1.1301,1.3514,0.5464,1.2601,-6.3301,1.3253,1.9897,2.1346,26.2731
971.0000,-1.1327,1.3519,0.5475,1.2538,-6.3378,1.3247,2.0058,2.1490,26.9144
972.0000,-1.1353,1.3524,0.5486,1.2475,-6.3454,1.3239,2.0211,2.1636,27.5486
973.0000,-1.1378,1.3530,0.5498,1.2411,-6.3530,1.3227,2.0345,2.1782,28.2009
974.0000,-1.1404,1.3535,0.5509,1.2348,-6.3606,1.3216,2.0481,2.1931,28.8516
975.0000,-1.1430,1.3540,0.5520,1.2284,-6.3681,1.3202,2.0604,2.2081,29.5094
976.0000,-1.1456,1.3545,0.5531,1.2220,-6.3756,1.3187,2.0718,2.2234,30.1946
977.0000,-1.1481,1.3550,0.5542,1.2156,-6.3831,1.3172,2.0838,2.2388,30.8625
978.0000,-1.1507,1.3555,0.5554,1.2093,-6.3905,1.3154,2.0934,2.2544,31.5315
979.0000,-1.1533,1.3560,0.5565,1.2029,-6.3979,1.3133,2.1020,2.2702,32.2212
980.0000,-1.1559,1.3565,0.5576,1.1965,-6.4053,1.3113,2.1108,2.2860,32.9121
981.0000,-1.1584,1.3570,0.5587,1.1901,-6.4126,1.3092,2.1186,2.3022,33.6152
982.0000,-1.1610,1.3575,0.5597,1.1837,-6.4198,1.3069,2.1257,2.3184,34.3093
983.0000,-1.1636,1.3579,0.5608,1.1772,-6.4270,1.3044,2.1316,2.3348,35.0190
984.0000,-1.1661,1.3584,0.5619,1.1708,-6.4341,1.3019,2.1372,2.3512,35.7310
985.0000,-1.1687,1.3589,0.5630,1.1644,-6.4412,1.2993,2.1421,2.3680,36.4396
986.0000,-1.1712,1.3593,0.5641,1.1579,-6.4482,1.2965,2.1456,2.3848,37.1643
987.0000,-1.1737,1.3598,0.5651,1.1515,-6.4551,1.2937,2.1491,2.4017,37.8911
988.0000,-1.1763,1.3602,0.5662,1.1450,-6.4620,1.2909,2.1520,2.4188,38.6174
989.0000,-1.1788,1.3606,0.5672,1.1386,-6.4688,1.2878,2.1537,2.4359,39.3607
990.0000,-1.1813,1.3611,0.5683,1.1321,-6.4756,1.2849,2.1558,2.4532,40.0801
991.0000,-1.1837,1.3615,0.5693,1.1256,-6.4822,1.2816,2.1556,2.4707,40.8311
992.0000,-1.1862,1.3619,0.5704,1.1191,-6.4888,1.2785,2.1563,2.4882,41.5650
993.0000,-1.1887,1.3624,0.5714,1.1127,-6.4953,1.2752,2.1554,2.5058,42.2983
994.0000,-1.1911,1.3628,0.5725,1.1062,-6.5017,1.2718,2.1537,2.5235,43.0427
995.0000,-1.1935,1.3632,0.5735,1.0997,-6.5081,1.2684,2.1521,2.5415,43.8099
996.0000,-1.1959,1.3636,0.5745,1.0932,-6.5143,1.2651,2.1505,2.5594,44.5625
997.0000,-1.1983,1.3640,0.5755,1.0866,-6.5205,1.2616,2.1477,2.5775,45.3203
998.0000,-1.2007,1.3644,0.5765,1.0801,-6.5267,1.2582,2.1447,2.5955,46.0623
999.0000,-1.2030,1.3648,0.5775,1.0736,-6.5327,1.2546,2.1406,2.6136,46.8114
1000.0000,-1.2054,1.3652,0.5785,1.0671,-6.5386,1.2510,2.1361,2.6319,47.5825
1001.0000,-1.2077,1.3655,0.5795,1.0605,-6.5445,1.2475,2.1320,2.6502,48.3473
1002.0000,-1.2100,1.3659,0.5805,1.0540,-6.5503,1.2439,2.1272,2.6686,49.1026
1003.0000,-1.2123,1.3663,0.5815,1.0474,-6.5560,1.2402,2.1215,2.6870,49.8704
1004.0000,-1.2145,1.3667,0.5825,1.0409,-6.5616,1.2366,2.1161,2.7055,50.6328
1005.0000,-1.2168,1.3670,0.5835,1.0343,-6.5671,1.2330,2.1099,2.7241,51.4045
1006.0000,-1.2190,1.3674,0.5844,1.0277,-6.5726,1.2294,2.1036,2.7428,52.1787
1007.0000,-1.2212,1.3677,0.5854,1.0212,-6.5779,1.2258,2.0970,2.7614,52.9288
1008.0000,-1.2234,1.3681,0.5864,1.0146,-6.5832,1.2221,2.0894,2.7802,53.7097
1009.0000,-1.2255,1.3684,0.5873,1.0080,-6.5884,1.2185,2.0824,2.7988,54.4816
1010.0000,-1.2276,1.3688,0.5883,1.0014,-6.5936,1.2149,2.0752,2.8176,55.2442
1011.0000,-1.2298,1.3691,0.5892,0.9948,-6.5986,1.2113,2.0671,2.8363,55.9991
1012.0000,-1.2318,1.3694,0.5902,0.9882,-6.6036,1.2077,2.0587,2.8551,56.7654
1013.0000,-1.2339,1.3698,0.5911,0.9816,-6.6084,1.2041,2.0503,2.8739,57.5289
1014.0000,-1.2359,1.3701,0.5920,0.9750,-6.6132,1.2006,2.0419,2.8928,58.2937
1015.0000,-1.2380,1.3704,0.5929,0.9684,-6.6179,1.1970,2.0331,2.9116,59.0458
1016.0000,-1.2400,1.3707,0.5938,0.9618,-6.6226,1.1935,2.0238,2.9304,59.8155
1017.0000,-1.2419,1.3710,0.5948,0.9552,-6.6272,1.1900,2.0150,2.9493,60.5761
1018.0000,-1.2439,1.3713,0.5957,0.9485,-6.6316,1.1865,2.0057,2.9681,61.3376
1019.0000,-1.2458,1.3717,0.5966,0.9419,-6.6361,1.1831,1.9964,2.9870,62.0970
1020.0000,-1.2477,1.3720,0.5975,0.9353,-6.6404,1.1797,1.9869,3.0058,62.8612
1021.0000,-1.2496,1.3722,0.5983,0.9286,-6.6447,1.1763,1.9775,3.0246,63.6157
1022.0000,-1.2515,1.3725,0.5992,0.9220,-6.6488,1.1730,1.9678,3.0434,64.3512
1023.0000,-1.2533,1.3728,0.6001,0.9153,-6.6530,1.1696,1.9575,3.0622,65.1154
1024.0000,-1.2551,1.3731,0.6010,0.9087,-6.6570,1.1664,1.9480,3.0809,65.8778
1025.0000,-1.2569,1.3734,0.6018,0.9020,-6.6610,1.1632,1.9384,3.0996,66.6059
1026.0000,-1.2587,1.3737,0.6027,0.8954,-6.6649,1.1599,1.9280,3.1183,67.3566
1027.0000,-1.2605,1.3740,0.6035,0.8887,-6.6687,1.1567,1.9180,3.1370,68.1028
1028.0000,-1.2622,1.3742,0.6044,0.8820,-6.6724,1.1536,1.9079,3.1556,68.8598
1029.0000,-1.2639,1.3745,0.6052,0.8754,-6.6761,1.1505,1.8983,3.1742,69.5829
1030.0000,-1.2656,1.3748,0.6061,0.8687,-6.6798,1.1475,1.8878,3.1928,70.3247
1031.0000,-1.2673,1.3750,0.6069,0.8620,-6.6833,1.1444,1.8777,3.2111,71.0398
1032.0000,-1.2689,1.3753,0.6077,0.8553,-6.6868,1.1414,1.8674,3.2296,71.7802
1033.0000,-1.2705,1.3755,0.6085,0.8486,-6.6902,1.1385,1.8574,3.2480,72.5088
1034.0000,-1.2721,1.3758,0.6093,0.8419,-6.6936,1.1356,1.8473,3.2663,73.2293
1035.0000,-1.2737,1.3760,0.6101,0.8352,-6.6969,1.1327,1.8371,3.2846,73.9498
1036.0000,-1.2753,1.3763,0.6109,0.8285,-6.7002,1.1299,1.8271,3.3028,74.6805
1037.0000,-1.2768,1.3765,0.6117,0.8218,-6.7034,1.1272,1.8172,3.3209,75.3731
1038.0000,-1.2783,1.3768,0.6125,0.8151,-6.7065,1.1244,1.8068,3.3390,76.0932
1039.0000,-1.2798,1.3770,0.6133,0.8084,-6.7095,1.1217,1.7969,3.3571,76.8023
1040.0000,-1.2813,1.3772,0.6141,0.8017,-6.7126,1.1190,1.7869,3.3750,77.5098
1041.0000,-1.2827,1.3774,0.6148,0.7950,-6.7155,1.1164,1.7771,3.3929,78.1963
1042.0000,-1.2842,1.3777,0.6156,0.7883,-6.7184,1.1138,1.7669,3.4106,78.8931
1043.0000,-1.2856,1.3779,0.6164,0.7816,-6.7213,1.1113,1.7572,3.4283,79.5943
1044.0000,-1.2870,1.3781,0.6171,0.7749,-6.7241,1.1088,1.7476,3.4459,80.2556
1045.0000,-1.2884,1.3783,0.6179,0.7681,-6.7268,1.1063,1.7374,3.4635,80.9682
1046.0000,-1.2897,1.3785,0.6186,0.7614,-6.7295,1.1039,1.7282,3.4807,81.6325
1047.0000,-1.2910,1.3788,0.6193,0.7547,-6.7322,1.1016,1.7186,3.4982,82.3074
1048.0000,-1.2924,1.3790,0.6201,0.7479,-6.7347,1.0992,1.7090,3.5155,82.9815
1049.0000,-1.2937,1.3792,0.6208,0.7412,-6.7373,1.0969,1.6996,3.5326,83.6558
1050.0000,-1.2949,1.3794,0.6215,0.7345,-6.7398,1.0947,1.6905,3.5497,84.3097
1051.0000,-1.2962,1.3796,0.6222,0.7277,-6.7422,1.0924,1.6809,3.5666,84.9661
1052.0000,-1.2974,1.3798,0.6229,0.7210,-6.7446,1.0903,1.6718,3.5835,85.6295
1053.0000,-1.2987,1.3800,0.6236,0.7142,-6.7470,1.0881,1.6628,3.6002,86.2617
1054.0000,-1.2999,1.3802,0.6243,0.7075,-6.7493,1.0860,1.6536,3.6168,86.8943
1055.0000,-1.3011,1.3803,0.6250,0.7008,-6.7515,1.0839,1.6444,3.6335,87.5445
1056.0000,-1.3022,1.3805,0.6256,0.6940,-6.7538,1.0819,1.6357,3.6499,88.1831
1057.0000,-1.3034,1.3807,0.6263,0.6872,-6.7559,1.0799,1.6271,3.6662,88.8036
1058.0000,-1.3045,1.3809,0.6270,0.6805,-6.7581,1.0779,1.6182,3.6824,89.4380
1059.0000,-1.3056,1.3811,0.6276,0.6737,-6.7602,1.0760,1.6098,3.6984,90.0355
1060.0000,-1.3067,1.3813,0.6283,0.6670,-6.7622,1.0741,1.6010,3.7145,90.6679
1061.0000,-1.3078,1.3814,0.6289,0.6602,-6.7642,1.0722,1.5928,3.7303,91.2508
1062.0000,-1.3089,1.3816,0.6295,0.6534,-6.7662,1.0704,1.5841,3.7461,91.8868
1063.0000,-1.3099,1.3818,0.6302,0.6467,-6.7682,1.0686,1.5764,3.7618,92.4757
1064.0000,-1.3110,1.3819,0.6308,0.6399,-6.7701,1.0668,1.5681,3.7772,93.0653
1065.0000,-1.3120,1.3821,0.6314,0.6331,-6.7719,1.0651,1.5601,3.7926,93.6407
1066.0000,-1.3130,1.3823,0.6320,0.6264,-6.7738,1.0634,1.5519,3.8078,94.2299
1067.0000,-1.3140,1.3824,0.6326,0.6196,-6.7756,1.0618,1.5442,3.8229,94.8153
1068.0000,-1.3149,1.3826,0.6332,0.6128,-6.7773,1.0601,1.5366,3.8380,95.3995
1069.0000,-1.3159,1.3827,0.6338,0.6060,-6.7791,1.0585,1.5291,3.8528,95.9552
1070.0000,-1.3168,1.3829,0.6344,0.5993,-6.7808,1.0570,1.5215,3.8675,96.5135
1071.0000,-1.3178,1.3830,0.6350,0.5925,-6.7824,1.0554,1.5140,3.8821,97.0743
1072.0000,-1.3187,1.3832,0.6356,0.5857,-6.7840,1.0539,1.5068,3.8965,97.6144
1073.0000,-1.3196,1.3833,0.6361,0.5789,-6.7856,1.0524,1.4994,3.9109,98.1728
1074.0000,-1.3205,1.3835,0.6367,0.5721,-6.7872,1.0510,1.4925,3.9252,98.7085
1075.0000,-1.3213,1.3836,0.6373,0.5653,-6.7887,1.0496,1.4853,3.9392,99.2515
1076.0000,-1.3222,1.3838,0.6378,0.5586,-6.7902,1.0482,1.4785,3.9531,99.7716
1077.0000,-1.3230,1.3839,0.6383,0.5518,-6.7917,1.0468,1.4715,3.9669,100.2890
1078.0000,-1.3239,1.3840,0.6389,0.5450,-6.7932,1.0455,1.4648,3.9805,100.8175
