Time	Angle	Accel	Speed	X    	Y    
994	-1.191	-6.502	1.106	1.363	0.572
995	-1.194	-6.508	1.100	1.363	0.573
996	-1.196	-6.515	1.093	1.364	0.574
997	-1.198	-6.521	1.087	1.364	0.575
998	-1.201	-6.527	1.080	1.364	0.577
999	-1.203	-6.533	1.074	1.365	0.578
1000	-1.205	-6.539	1.067	1.365	0.579
1001	-1.208	-6.545	1.061	1.366	0.580
1002	-1.210	-6.551	1.054	1.366	0.581
1003	-1.212	-6.556	1.048	1.366	0.581
1004	-1.215	-6.562	1.041	1.367	0.582
1005	-1.217	-6.567	1.034	1.367	0.583
1006	-1.219	-6.573	1.028	1.367	0.584
1007	-1.221	-6.578	1.021	1.368	0.585
1008	-1.224	-6.583	1.015	1.368	0.586
1009	-1.226	-6.589	1.008	1.368	0.587
1010	-1.228	-6.594	1.002	1.369	0.588
1011	-1.230	-6.599	0.995	1.369	0.589
1012	-1.232	-6.604	0.988	1.369	0.590
1013	-1.234	-6.609	0.982	1.370	0.591
1014	-1.236	-6.614	0.975	1.370	0.592
1015	-1.238	-6.618	0.969	1.370	0.593
1016	-1.240	-6.623	0.962	1.371	0.594
1017	-1.242	-6.627	0.955	1.371	0.595
1018	-1.244	-6.632	0.949	1.371	0.596
1019	-1.246	-6.636	0.942	1.372	0.597
1020	-1.248	-6.641	0.935	1.372	0.597
1021	-1.250	-6.645	0.929	1.372	0.598
1022	-1.252	-6.649	0.922	1.373	0.599
1023	-1.253	-6.653	0.916	1.373	0.600
1024	-1.255	-6.657	0.909	1.373	0.601
1025	-1.257	-6.661	0.902	1.373	0.602
1026	-1.259	-6.665	0.896	1.374	0.603
1027	-1.261	-6.669	0.889	1.374	0.604
1028	-1.262	-6.673	0.882	1.374	0.604
1029	-1.264	-6.676	0.876	1.375	0.605
1030	-1.266	-6.680	0.869	1.375	0.606
1031	-1.267	-6.684	0.862	1.375	0.607
1032	-1.269	-6.687	0.855	1.375	0.608
1033	-1.271	-6.690	0.849	1.376	0.609
1034	-1.272	-6.694	0.842	1.376	0.609
1035	-1.274	-6.697	0.835	1.376	0.610
1036	-1.275	-6.700	0.829	1.376	0.611
1037	-1.277	-6.704	0.822	1.377	0.612
1038	-1.278	-6.707	0.815	1.377	0.612
1039	-1.280	-6.710	0.809	1.377	0.613
1040	-1.281	-6.713	0.802	1.377	0.614
1041	-1.283	-6.716	0.795	1.378	0.615
1042	-1.284	-6.719	0.788	1.378	0.616
1043	-1.286	-6.721	0.782	1.378	0.616
1044	-1.287	-6.724	0.775	1.378	0.617
1045	-1.288	-6.727	0.768	1.378	0.618
1046	-1.290	-6.730	0.762	1.379	0.619
1047	-1.291	-6.732	0.755	1.379	0.619
1048	-1.293	-6.735	0.748	1.379	0.620
1049	-1.294	-6.738	0.741	1.379	0.621
1050	-1.295	-6.740	0.735	1.379	0.621
1051	-1.296	-6.742	0.728	1.380	0.622
1052	-1.298	-6.745	0.721	1.380	0.623
1053	-1.299	-6.747	0.714	1.380	0.624
1054	-1.300	-6.749	0.708	1.380	0.624
1055	-1.301	-6.752	0.701	1.380	0.625
1056	-1.302	-6.754	0.694	1.381	0.626
1057	-1.303	-6.756	0.687	1.381	0.626
1058	-1.305	-6.758	0.681	1.381	0.627
1059	-1.306	-6.760	0.674	1.381	0.628
1060	-1.307	-6.762	0.667	1.381	0.628
1061	-1.308	-6.764	0.660	1.381	0.629
1062	-1.309	-6.766	0.654	1.382	0.630
1063	-1.310	-6.768	0.647	1.382	0.630
1064	-1.311	-6.770	0.640	1.382	0.631
1065	-1.312	-6.772	0.633	1.382	0.631
1066	-1.313	-6.774	0.627	1.382	0.632
1067	-1.314	-6.776	0.620	1.382	0.633
1068	-1.315	-6.777	0.613	1.383	0.633
1069	-1.316	-6.779	0.606	1.383	0.634
1070	-1.317	-6.781	0.599	1.383	0.634
1071	-1.318	-6.783	0.593	1.383	0.635
1072	-1.319	-6.784	0.586	1.383	0.636
1073	-1.320	-6.786	0.579	1.383	0.636
1074	-1.321	-6.787	0.572	1.384	0.637
1075	-1.321	-6.789	0.566	1.384	0.637
1076	-1.322	-6.791	0.559	1.384	0.638
1077	-1.323	-6.792	0.552	1.384	0.638
1078	-1.324	-6.793	0.545	1.384	0.639
1079	-1.325	-6.795	0.538	1.384	0.639
1080	-1.326	-6.796	0.532	1.384	0.640
1081	-1.326	-6.797	0.525	1.384	0.640
1082	-1.327	-6.799	0.518	1.385	0.641
1083	-1.328	-6.800	0.511	1.385	0.641
1084	-1.329	-6.801	0.504	1.385	0.642
1085	-1.329	-6.803	0.498	1.385	0.642
1086	-1.330	-6.804	0.491	1.385	0.643
1087	-1.331	-6.805	0.484	1.385	0.643
1088	-1.332	-6.806	0.477	1.385	0.644
1089	-1.332	-6.807	0.470	1.385	0.644
1090	-1.333	-6.809	0.464	1.386	0.645
1091	-1.334	-6.810	0.457	1.386	0.645
1092	-1.334	-6.811	0.450	1.386	0.646
1093	-1.335	-6.812	0.443	1.386	0.646
1094	-1.335	-6.813	0.436	1.386	0.647
1095	-1.336	-6.814	0.429	1.386	0.647
1096	-1.337	-6.815	0.423	1.386	0.647
1097	-1.337	-6.816	0.416	1.386	0.648
1098	-1.338	-6.817	0.409	1.386	0.648
1099	-1.338	-6.818	0.402	1.386	0.649
