woopy
t	x	y	v
0.02	0.0051772003418180945	0.5610143591132462	0.8023755894990747
0.030000000000000453	0.010026038376604596	0.5541480490395883	0.855447093010829
0.04	0.015179792051141172	0.5471340114708831	0.9069777142371187
0.050000000000000454	0.02062233922560619	0.5394252151423196	0.962499708668385
0.06	0.02648042877352144	0.5315501131991579	1.0055913254220794
0.07000000000000045	0.03248921840124841	0.5231875199814797	1.0890666537214262
0.08	0.03937956921048427	0.5139990834149343	1.1647494308328048
0.09	0.04637511071340503	0.5044835500995187	1.2143667689479194
0.1	0.053692688421269674	0.49437743011385255	1.242850104067095
0.11	0.0608887059202384	0.484303706030646	1.3115975038186771
0.12	0.06911824405815245	0.4731602804913706	1.3813021733078557
0.13	0.07736355612724446	0.462127647132575	1.4366700799425989
0.14	0.08657725884778919	0.45033943103268137	1.5120474118084246
0.15	0.09570059474664996	0.4380804442829076	1.568362425939089
0.16	0.10529147448172285	0.4251663816972185	1.608318517988366
0.17	0.11492800598218397	0.41229319861181307	1.6723398834865044
0.18	0.12559972958355994	0.3985907716557055	1.7557296534874438
0.19	0.1364367599799778	0.3845369714201279	1.7725762791345847
0.2	0.1471863188601775	0.37046907488003306	1.8569274245069658
0.21	0.15858729225569598	0.3547271457940563	1.9552707776737928
0.22000000000000045	0.16957108657657663	0.33840420781508246	1.9933217504189404
0.23	0.18110864914576666	0.32183153629814704	2.0569375736810906
0.24000000000000046	0.1938369753452233	0.30518428133900344	2.1080240583247347
0.25	0.2066429022961455	0.2882829433583124	2.1418272812603347
0.26000000000000045	0.2198519314452653	0.2711520657159603	2.2399185836237594
0.27	0.23390960488783566	0.25273830896320926	2.3050916570808306
0.28000000000000047	0.24821884028314808	0.23481066367915504	2.3185075646909934
0.29	0.26351197110064617	0.21704670146768745	2.3827640909236387
0.30000000000000043	0.2795270446188022	0.19888264917132314	2.433688031934068
0.31	0.29631306008388725	0.18108528413987413	2.472438247496411
0.32000000000000045	0.3141795721668563	0.1636068403272356	2.496767958905343
0.33	0.33310324211981124	0.1473210634023816	2.571784434009927
0.34	0.35290175449534744	0.12975092997578774	2.67182416492003
0.35	0.37380685615261744	0.11269919817289731	2.728957186460108
0.36	0.3967391224607576	0.09723680842717242	2.73336315806705
0.37	0.4195498573604035	0.08276447749513272	2.7303335252523886
0.38	0.4435170137049773	0.0690638186250444	2.7664702443489224
0.39	0.46883469522346777	0.05761795085707244	2.809626345837873
0.4	0.4952499105209215	0.047125097871057786	2.8241276883988173
0.41	0.5220002117946351	0.038546854195546265	2.848451587609355
0.42	0.5501932847385052	0.03206866375244111	2.9032725017611662
0.43	0.5786707878508599	0.025896071719799574	2.8648530241625663
0.44	0.6066836004195297	0.022487569123978868	2.8576300722743198
0.45	0.6355498411633016	0.020310989243502053	2.883331107671291
0.46	0.664313491185987	0.020429657359060438	2.8789769898907913
0.4700000000000005	0.6930993574135837	0.0221701779609067	2.8851086293325294
0.48	0.7217886470122039	0.025543089080683368	2.8613694982303204
0.49000000000000044	0.749537764744534	0.03164014839944851	2.8466072274628393
0.5	0.7776242161720202	0.036663264419986685	2.8103465971512787
0.5100000000000005	0.8044636128600148	0.0435720555078305	2.8001122528092335
0.52	0.8316279511284808	0.051490538683495735	2.7739221479408407
0.5300000000000005	0.8572513336331934	0.06063998358090428	2.7221424781971417
0.54	0.8825140018816277	0.0708459954693813	2.7165099480532775
0.5500000000000005	0.907040982803427	0.08238305959728298	2.639213063448119
0.56	0.9295959351385138	0.09470956181023238	2.6299282387136667
0.5700000000000005	0.9522350334723914	0.10929229222187709	2.6602154592371345
0.58	0.9736358993147601	0.12456220107681337	2.57501341843808
0.5900000000000004	0.9930313113828556	0.1407238265577413	2.5131888541012
0.6	1.011876916949197	0.1571823153751125	2.480354329743493
0.61	1.0296056029812324	0.17423776745563824	2.394074422482203
0.62	1.0454550482789366	0.19131655086612875	2.3250309376701046
0.63	1.0607783331869478	0.2087423821610792	2.2912296035216886
0.64	1.0750422508154556	0.22630927417376345	2.2266298658483037
0.65	1.0881464967469876	0.24387265183191936	2.1862147958238594
0.66	1.1007305609857032	0.26169182317731626	2.1245838098053405
0.67	1.1123555974899821	0.27879344774453196	2.0378609459882817
0.68	1.123932254279698	0.2952005134287289	1.9723112533088936
0.69	1.134971439837678	0.3111126115158257	1.968283356102142
0.7	1.1444692510738446	0.32878454997350237	1.9046459285219413
0.71	1.155596775612059	0.34313863170891434	1.7890306339924074
0.7200000000000004	1.1648101672508797	0.3582209113794946	1.744349755803846
0.73	1.1746418757471602	0.37236852375580953	1.6688422645361045
0.7400000000000004	1.1832954986412485	0.38601131124975646	1.5939803225865419
0.75	1.1917408193240684	0.39927457207344524	1.5468684724587123
0.7600000000000005	1.1997987743427903	0.41217928250382224	1.493726542247711
0.77	1.2074746300496761	0.42467013848289703	1.4257462405862729
0.7800000000000005	1.2150037596164012	0.4363020800167069	1.368372336236581
0.79	1.2222229004158276	0.4477236775048762	1.3177204996869745
0.8000000000000005	1.2290758101256771	0.4585850852131005	1.2238055519546513
0.81	1.2351141370623957	0.4685298311455709	1.1612507052589611
0.8200000000000005	1.241087407072587	0.4784627817338435	1.1315766451896163
0.83	1.2467447326007945	0.48794414362367855	1.0442660871019227
0.8400000000000004	1.2517309760018056	0.49643250918635184	0.9668522262045726
0.85	1.2566780164832034	0.5045348386735604	0.9024219544749164
0.8600000000000004	1.2611600438833321	0.5118220781358999	0.8403273070747758
0.87	1.2655319987009488	0.5188200405305194	0.7700976290208628
0.88	1.2692785722557183	0.524910609006711	0.6984769730191942
0.89	1.2728007276124342	0.5307495674593862	0.6639412116331991
