Massboy
t	x	y	v
0.009999999999999998	0.003532950038363264	0.5761609463539927	0.6532860149541084
0.020000000000000222	0.007580008617256273	0.570494761260795	0.7108962586504758
0.029999999999999992	0.01179356556820918	0.5645889272003028	0.7731435954738723
0.04000000000000022	0.016573635335512232	0.5579164034132229	0.8376712807840331
0.04999999999999999	0.021640926275075495	0.5510350806256581	0.8949266792468945
0.06000000000000044	0.026988138756026014	0.5433597683970091	0.9616340629210729
0.06999999999999998	0.0327574566675197	0.5353405344257229	1.0051850167123066
0.08000000000000045	0.03889369778780241	0.5271604958432783	1.0323358773465339
0.08999999999999998	0.04496578913653837	0.5186899018915325	1.1042920290884082
0.10000000000000042	0.05188255155497595	0.5092978523653868	1.1803187163624522
0.10999999999999997	0.058934025542985796	0.49965968169911756	1.229279144901162
0.12000000000000043	0.06637694908774036	0.489439269168246	1.302318329640404
0.12999999999999998	0.07420378438098307	0.47855878888112635	1.3463003675812453
0.13999999999999996	0.08236846044124813	0.4677763645492814	1.3860124053889833
0.14999999999999997	0.09103753731985276	0.45653523519081657	1.4697927146908958
0.15999999999999998	0.10013966616896597	0.4443605473171944	1.557689569169703
0.16999999999999998	0.10954716791057637	0.43147625889578434	1.6014184599945813
0.17999999999999997	0.11906142448739426	0.41851904009057245	1.641840018286498
0.18999999999999997	0.12917569507393944	0.40515181436876874	1.7208796004277178
0.19999999999999996	0.14017402727318395	0.39133763756464	1.7737040515747606
0.20999999999999994	0.15073539173047207	0.3769810865629881	1.8073771880745786
0.21999999999999995	0.16159973658358306	0.36222434334129205	1.8580852345679195
0.22999999999999995	0.17316973058420904	0.3473552070694872	1.9883048398056407
0.23999999999999994	0.18472025651040197	0.3298703016662341	2.06283715028987
0.24999999999999994	0.19679086983429994	0.3135297636285768	2.062306255348555
0.25999999999999995	0.20939708617423697	0.29682038617342243	2.133088536860061
0.2700000000000004	0.22256407354537555	0.2795331659620308	2.189392444089291
0.2799999999999999	0.23584921523993885	0.26192539258429054	2.239415446987982
0.2900000000000004	0.24996349561872305	0.2441034568504687	2.3029879719250963
0.29999999999999993	0.2650270576682508	0.22628615927658224	2.3447671921600737
0.3100000000000004	0.2805459970333028	0.20855231226412219	2.416808403863322
0.31999999999999995	0.2970229978178946	0.19005571685126588	2.488244282302058
0.3300000000000004	0.31454012739408227	0.17220753348672568	2.5401111363990765
0.33999999999999997	0.33337042009789836	0.15456303129913362	2.554160463233838
0.3500000000000004	0.35213898228068446	0.13762689757593016	2.5634845398997
0.35999999999999993	0.3725354757075905	0.12147708845913541	2.679874207500597
0.3700000000000004	0.39456254873568547	0.10487126727442508	2.6783066501230115
0.37999999999999995	0.4164199192505456	0.09076086766681712	2.6767658251837125
0.3899999999999999	0.4400678009501216	0.076670165628408	2.766527819046119
0.3999999999999999	0.4647869589675559	0.06388895038435338	2.7794410583849776
0.40999999999999986	0.49028897197259286	0.05283844265363824	2.78248245339539
0.4199999999999999	0.5164628465232461	0.04323741081189225	2.818618067503345
0.4299999999999999	0.5438518574448659	0.035264017369530665	2.8490777487817116
0.4399999999999999	0.5715377031542404	0.028620373679947075	2.8706403602282413
0.4499999999999999	0.6001564987814716	0.024038252582010644	2.865514216531869
0.4599999999999999	0.6283492418940151	0.02107598794765786	2.8550189272652466
0.46999999999999986	0.6571054872621365	0.019883022017263552	2.874890629740637
0.47999999999999987	0.6858469986081575	0.020995825428416603	2.865820947433876
0.4899999999999999	0.7143284958161762	0.023153981069992113	2.808373386659129
0.4999999999999999	0.7416627805581313	0.027271406427105016	2.7778052838514924
0.5099999999999999	0.7691427461901967	0.0322026734579296	2.840936094662894
0.5200000000000004	0.7973187652137761	0.038707250497140855	2.8317779423396576
0.5299999999999999	0.8240954978126407	0.045906016663533	2.7738888700880526
0.5400000000000004	0.8505798789486232	0.05423263452340732	2.745333322167987
0.5499999999999999	0.8760618893050487	0.0636327246258187	2.699128602486922
0.5600000000000004	0.9006859644073653	0.07431990126396815	2.659889565637883
0.5699999999999998	0.9243062401526214	0.08604896007809726	2.565802194839912
0.5800000000000003	0.9454999392482695	0.09932078165200475	2.5745729858739437
0.5899999999999999	0.968034707804829	0.11323703725590772	2.6158059091894206
