farty
t	x	y	v
0.01	0.004512871468628443	0.5660185131689152	0.7874924166934013
0.02	0.009318323458001793	0.559400209807055	0.8437414491555891
0.03	0.014239661726537234	0.5522290460114098	0.8936280091137454
0.04000000000000023	0.01983201861913536	0.5449471609408882	0.9541983917474137
0.050000000000000225	0.025736857223185916	0.536997095248714	1.017135594000378
0.06000000000000023	0.03183618216649822	0.5285238243687673	1.0432631351664476
0.07000000000000023	0.03788220418573604	0.5200309603076555	1.106806145983896
0.08000000000000022	0.04482239788325654	0.5105971364629407	1.1858276684584148
0.09000000000000023	0.051935120704532906	0.5009262373044729	1.2313338150360515
0.10000000000000023	0.05946153989012995	0.4907938865548299	1.2982610415348534
0.11000000000000022	0.06730586875905703	0.4799993933706351	1.3576973276505009
0.12000000000000023	0.07550122040543236	0.4688834903381762	1.399461811909525
0.13	0.08395468972157932	0.4575001910346611	1.4843702109284735
0.14	0.0932219730551476	0.44506507530349504	1.5531972282073827
0.15	0.10256565948039592	0.4326285112256725	1.5810776727170448
0.16	0.11229041274468268	0.4198397457581293	1.653281324790993
0.17	0.12254732657141365	0.4062833288231002	1.7347769338872339
0.18	0.13328746954895715	0.3922190287200627	1.7760967005125636
0.19	0.14432348555910984	0.3782189974472911	1.7978908709186634
0.2	0.15467676842480083	0.36331466006940877	1.8816521676259
0.21	0.16609819164139644	0.3475252175073337	1.9591510617716639
0.22	0.17735300141388277	0.33136004208450265	1.9991496595654625
0.23	0.1893891355404731	0.3150264225015746	2.06535901140502
0.24	0.20186471908508646	0.2981116009901601	2.1379015150684215
0.25	0.21483403000897244	0.2806635573599764	2.163771947525898
0.26	0.2278992782704693	0.26354333021502857	2.209900233513212
0.27	0.24204517451754526	0.2458351604493192	2.3249870280084215
0.28	0.25713073386377067	0.22738053336440006	2.3743270384804096
0.2900000000000002	0.2726446824731896	0.20952205445250094	2.3947994151316205
0.3000000000000002	0.2888733272741716	0.19151364809305382	2.438535840884877
0.3100000000000002	0.3061406379471398	0.17407344678168835	2.509981031807274
0.32000000000000023	0.32479526723044133	0.1564477652182269	2.6104396614163274
0.33000000000000024	0.34435283809418743	0.1384983733414249	2.6296985859033755
0.34000000000000025	0.3647805235577134	0.12228191768705576	2.633174702237858
0.3500000000000002	0.38617469332932625	0.10649249841676056	2.6791973310852586
0.3600000000000002	0.40871048153258355	0.09159970577389864	2.729415369736297
0.3700000000000002	0.43246045768462754	0.07755271054147361	2.748643835795905
0.3800000000000002	0.4569215676978862	0.06518553637213065	2.794850322660767
0.39000000000000024	0.4830306753951045	0.053738252513927165	2.838324409027095
0.4	0.5096752292247326	0.04422162986922773	2.8482265088855936
0.41	0.5372299903557745	0.03620565555393662	2.8368904358552687
0.4200000000000002	0.5645865217970047	0.029941262714940575	2.866603104789928
0.43	0.5935277399012466	0.025364588250769815	2.9070357759853462
0.4400000000000002	0.6222668121534811	0.02263873537599237	2.8954779212450394
0.45	0.6513245430767423	0.021752594388643742	2.8970542052246286
0.46000000000000046	0.6802070445671544	0.022324577687100167	2.8571539742585577
0.47	0.708399409741276	0.02454385365182077	2.8319895783987192
0.4800000000000005	0.7364782659623899	0.02877559555655096	2.8569032692699476
0.49	0.7647942755093422	0.03372958339898513	2.8967394070808883
0.5000000000000004	0.7932314899837392	0.040416525081149124	2.866984630323681
0.51	0.8203911619689128	0.047759072491839416	2.794292733233709
0.5200000000000005	0.8468870628349954	0.05604688827605386	2.757757168853496
0.53	0.8725359573172602	0.06573155587683943	2.719273865931558
0.54	0.8972618469724827	0.07654472392464817	2.6824623900514606
0.55	0.921233597268653	0.08824336728287174	2.7196001294044176
0.56	0.9438150649320822	0.10467456294211552	2.654508822926178
0.57	0.966105563211207	0.11661718459474235	2.565037461410973
0.58	0.9869195918916784	0.1324912239021604	2.555888825538923
0.59	1.0058936054732015	0.14870984369871243	2.473511977475889
0.6	1.0240199163442059	0.16521538205181918	2.439980286145841
0.61	1.0410341183421719	0.18257052700572607	2.3945627098033597
0.62	1.056997117913328	0.19994399280925979	2.3398423196290676
0.63	1.0717750157911459	0.2178542634337537	2.29430182632871
0.64	1.085951802701052	0.2355411075373055	2.229723220809339
0.65	1.0991436598870934	0.25306255190274785	2.142941874462791
0.66	1.111249746198915	0.2701372634756374	2.056851399192126
0.6700000000000005	1.1227883266739573	0.2867253623005995	2.0478548749535253
0.68	1.1343569403438056	0.30395355266145296	1.9580640418582826
0.6900000000000005	1.1442511716407444	0.3194813114204009	1.8829845032417483
0.7	1.1537489945147692	0.3362366827886545	1.8480398853096176
0.7100000000000004	1.164457708302059	0.35042959801647955	1.7560320619886085
0.72	1.1738594822943773	0.3650295243010689	1.7161442868793335
0.7300000000000004	1.1829396413615492	0.3793515384033201	1.6457828882502894
0.74	1.191363956764881	0.39290485209491693	1.573061367488525
0.7500000000000004	1.1997110383519314	0.40596974775979155	1.5242560634842175
0.76	1.2077224215687465	0.41862922279835796	1.4536444596008702
0.7700000000000005	1.2151821849182887	0.43058430666084885	1.3809102933446276
0.78	1.2222632911319025	0.4421096062631428	1.323761625251307
0.79	1.2291259447115919	0.4530900725669854	1.2581355300594934
0.8	1.2354282563796983	0.4635536192929737	1.1942407892891476
0.81	1.2414636947848767	0.47354158469323054	1.1413420856637284
0.82	1.2470642760459336	0.483192044609935	1.0720345105049873
0.83	1.2523732932736753	0.4919992079827731	0.9975939271200323
0.84	1.2574494769440312	0.500228037673941	0.9498384222693014
0.85	1.2621573770347996	0.5082826018649745	0.8751935679307025
0.86	1.2660556636766027	0.5154700540255599	0.7983182876553387
0.87	1.2699828429497408	0.5221997466359422	0.7512155278641336
0.88	1.2738414496142698	0.5283196238648386	0.6865001236682555
0.89	1.276937299024024	0.5340381801737664	0.6096866597326974
0.9	1.2798213394890277	0.5389463847216648	0.5467993673600898
0.91	1.2823268484941086	0.5435538817121538	0.47447799569823246
0.9200000000000005	1.2844805595403255	0.5472133923952014	0.40146815000468167
0.93	1.2860751447111476	0.5506546524912033	0.3399056588851633
0.9400000000000005	1.2878254370991618	0.5531316807367117	0.29152687640231073
0.95	1.2893692643050614	0.5554654678032837	0.23545980790101312
0.9600000000000004	1.290588569559508	0.5569450293257203	0.17340314635170606
0.97	1.2917021782273144	0.5580315880454444	0.12234367789690562
0.9800000000000004	1.292064094262615	0.5588969558251198	0.05768933402081437
